"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_E01","CO_E02","CO_E03","CO_E04","CO_E05","CO_E06","CO_E07","Basicweight"
14,13,1,2,1,1,2,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,2,,,,27.6634577777778
14,13,1,2,1,1,2,5,"Aho bategera Bus",1,,1990,3,,27.6634577777778
14,13,1,2,1,1,2,10,"Amasoko",0,2,,,,27.6634577777778
14,13,1,2,1,1,2,14,"Poste ya polisi",0,1,,,,27.6634577777778
14,13,1,2,1,1,2,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,4,,,,27.6634577777778
14,13,1,2,1,1,2,1,"Ibigo by!amashuri y!incuke",0,0,,,,27.6634577777778
14,13,1,2,1,1,2,11,"Amakusanyirizo y!amata",0,25,,,,27.6634577777778
14,13,1,2,1,1,2,3,"Ibigo by!amashuri yisumbuye",0,3,,,,27.6634577777778
14,13,1,2,1,1,2,8,"Poste de sante cg Farumasi",0,0,,,,27.6634577777778
14,13,1,2,1,1,2,17,"Imiryango itari ibigo by!imari itari iya leta",0,6,,,,27.6634577777778
14,13,1,2,1,1,2,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,27.6634577777778
14,13,1,2,1,1,2,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,10,,,,27.6634577777778
14,13,1,2,1,1,2,12,"Amashami ya Banki",0,2,,,,27.6634577777778
14,13,1,2,1,1,2,16,"Aho abantu babonera Internet",0,0,,,,27.6634577777778
14,13,1,2,1,1,2,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,9,,,,27.6634577777778
14,13,1,2,1,1,2,2,"Ibigo by!amashuri yibanza",0,2,,,,27.6634577777778
14,13,1,2,1,1,2,9,"Ibitaro",0,5,,,,27.6634577777778
14,13,1,2,1,1,2,20,"Aho basharija/bakora telefoni",0,0,,,,27.6634577777778
14,13,1,2,1,1,2,15,"Ibiro by!iposita",0,5,,,,27.6634577777778
15,14,1,2,1,1,1,15,"Ibiro by!iposita",0,1,,,,20.4148122137405
15,14,1,2,1,1,1,13,"Ibigo by!imari iciriritse",0,0,,,,20.4148122137405
15,14,1,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,8,,,,20.4148122137405
15,14,1,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,2,,,,20.4148122137405
15,14,1,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,1,,,,20.4148122137405
15,14,1,2,1,1,1,20,"Aho basharija/bakora telefoni",5,,2000,1,1,20.4148122137405
15,14,1,2,1,1,1,5,"Aho bategera Bus",0,0,,,,20.4148122137405
15,14,1,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,20.4148122137405
15,14,1,2,1,1,1,6,"Amavuriro y!igenga",0,0,,,,20.4148122137405
15,14,1,2,1,1,1,16,"Aho abantu babonera Internet",0,0,,,,20.4148122137405
15,14,1,2,1,1,1,12,"Amashami ya Banki",0,1,,,,20.4148122137405
15,14,1,2,1,1,1,8,"Poste de sante cg Farumasi",1,,2017,1,1,20.4148122137405
15,14,1,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,3,,,,20.4148122137405
15,14,1,2,1,1,1,1,"Ibigo by!amashuri y!incuke",2,,2012,1,1,20.4148122137405
15,14,1,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,1,,,,20.4148122137405
15,14,1,2,1,1,1,14,"Poste ya polisi",0,1,,,,20.4148122137405
15,14,1,2,1,1,1,10,"Amasoko",0,1,,,,20.4148122137405
15,14,1,2,1,1,1,11,"Amakusanyirizo y!amata",0,1,,,,20.4148122137405
15,14,1,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,0,,,,20.4148122137405
15,14,1,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,3,,,,20.4148122137405
15,14,1,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,20.4148122137405
15,14,1,2,1,1,1,2,"Ibigo by!amashuri yibanza",0,1,,,,20.4148122137405
15,14,1,2,1,1,1,9,"Ibitaro",0,3,,,,20.4148122137405
16,15,1,2,1,1,1,5,"Aho bategera Bus",0,0,,,,7.50649791666667
16,15,1,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,3,,,,7.50649791666667
16,15,1,2,1,1,1,15,"Ibiro by!iposita",0,3,,,,7.50649791666667
16,15,1,2,1,1,1,11,"Amakusanyirizo y!amata",0,15,,,,7.50649791666667
16,15,1,2,1,1,1,2,"Ibigo by!amashuri yibanza",0,0,,,,7.50649791666667
16,15,1,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",3,,2019,1,1,7.50649791666667
16,15,1,2,1,1,1,10,"Amasoko",0,0,,,,7.50649791666667
16,15,1,2,1,1,1,6,"Amavuriro y!igenga",1,,2002,1,1,7.50649791666667
16,15,1,2,1,1,1,16,"Aho abantu babonera Internet",0,1,,,,7.50649791666667
16,15,1,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,1,,,,7.50649791666667
16,15,1,2,1,1,1,13,"Ibigo by!imari iciriritse",0,0,,,,7.50649791666667
16,15,1,2,1,1,1,20,"Aho basharija/bakora telefoni",3,,2016,1,1,7.50649791666667
16,15,1,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,9,,,,7.50649791666667
16,15,1,2,1,1,1,1,"Ibigo by!amashuri y!incuke",2,,2012,1,1,7.50649791666667
16,15,1,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,1,,,,7.50649791666667
16,15,1,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2015,1,1,7.50649791666667
16,15,1,2,1,1,1,9,"Ibitaro",0,1,,,,7.50649791666667
16,15,1,2,1,1,1,14,"Poste ya polisi",0,1,,,,7.50649791666667
16,15,1,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,0,,,,7.50649791666667
16,15,1,2,1,1,1,8,"Poste de sante cg Farumasi",2,,2019,1,1,7.50649791666667
16,15,1,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,1,,,,7.50649791666667
16,15,1,2,1,1,1,12,"Amashami ya Banki",0,0,,,,7.50649791666667
16,15,1,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,5,,,,7.50649791666667
17,16,1,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,1991,1,1,3.57904556634304
17,16,1,2,1,1,1,10,"Amasoko",0,6,,,,3.57904556634304
17,16,1,2,1,1,1,9,"Ibitaro",0,4,,,,3.57904556634304
17,16,1,2,1,1,1,16,"Aho abantu babonera Internet",1,,2000,1,1,3.57904556634304
17,16,1,2,1,1,1,5,"Aho bategera Bus",1,,1996,3,,3.57904556634304
17,16,1,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,3,,,,3.57904556634304
17,16,1,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,4,,,,3.57904556634304
17,16,1,2,1,1,1,15,"Ibiro by!iposita",0,5,,,,3.57904556634304
17,16,1,2,1,1,1,12,"Amashami ya Banki",0,1,,,,3.57904556634304
17,16,1,2,1,1,1,11,"Amakusanyirizo y!amata",0,2,,,,3.57904556634304
17,16,1,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,5,,,,3.57904556634304
17,16,1,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",1,,2019,1,1,3.57904556634304
17,16,1,2,1,1,1,13,"Ibigo by!imari iciriritse",0,1,,,,3.57904556634304
17,16,1,2,1,1,1,8,"Poste de sante cg Farumasi",0,4,,,,3.57904556634304
17,16,1,2,1,1,1,1,"Ibigo by!amashuri y!incuke",2,,2015,1,1,3.57904556634304
17,16,1,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,4,,,,3.57904556634304
17,16,1,2,1,1,1,2,"Ibigo by!amashuri yibanza",0,2,,,,3.57904556634304
17,16,1,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,15,,,,3.57904556634304
17,16,1,2,1,1,1,6,"Amavuriro y!igenga",3,,2017,1,1,3.57904556634304
17,16,1,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,3,,,,3.57904556634304
17,16,1,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,5,,,,3.57904556634304
17,16,1,2,1,1,1,20,"Aho basharija/bakora telefoni",0,2,,,,3.57904556634304
17,16,1,2,1,1,1,14,"Poste ya polisi",0,4,,,,3.57904556634304
18,17,1,2,2,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2010,1,1,41.0282164502164
18,17,1,2,2,1,1,20,"Aho basharija/bakora telefoni",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,14,"Poste ya polisi",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,11,"Amakusanyirizo y!amata",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,13,"Ibigo by!imari iciriritse",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,8,"Poste de sante cg Farumasi",2,,2015,1,1,41.0282164502164
18,17,1,2,2,1,1,1,"Ibigo by!amashuri y!incuke",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,2,"Ibigo by!amashuri yibanza",2,,1980,1,1,41.0282164502164
18,17,1,2,2,1,1,5,"Aho bategera Bus",1,,2021,2,1,41.0282164502164
18,17,1,2,2,1,1,10,"Amasoko",1,,1987,3,,41.0282164502164
18,17,1,2,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,1990,1,1,41.0282164502164
18,17,1,2,2,1,1,6,"Amavuriro y!igenga",1,,1985,1,1,41.0282164502164
18,17,1,2,2,1,1,12,"Amashami ya Banki",2,,2015,1,1,41.0282164502164
18,17,1,2,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,16,"Aho abantu babonera Internet",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,15,"Ibiro by!iposita",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,41.0282164502164
18,17,1,2,2,1,1,9,"Ibitaro",0,0,,,,41.0282164502164
19,18,1,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,1950,1,1,19.94468875
19,18,1,2,1,1,1,11,"Amakusanyirizo y!amata",0,16,,,,19.94468875
19,18,1,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,11,,,,19.94468875
19,18,1,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,11,,,,19.94468875
19,18,1,2,1,1,1,14,"Poste ya polisi",1,,2006,1,1,19.94468875
19,18,1,2,1,1,1,13,"Ibigo by!imari iciriritse",0,5,,,,19.94468875
19,18,1,2,1,1,1,9,"Ibitaro",0,10,,,,19.94468875
19,18,1,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,1,,,,19.94468875
19,18,1,2,1,1,1,16,"Aho abantu babonera Internet",0,5,,,,19.94468875
19,18,1,2,1,1,1,10,"Amasoko",0,2,,,,19.94468875
19,18,1,2,1,1,1,2,"Ibigo by!amashuri yibanza",2,,1954,1,1,19.94468875
19,18,1,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",1,,2011,1,1,19.94468875
19,18,1,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",2,,2011,1,1,19.94468875
19,18,1,2,1,1,1,5,"Aho bategera Bus",1,,1974,2,1,19.94468875
19,18,1,2,1,1,1,6,"Amavuriro y!igenga",0,5,,,,19.94468875
19,18,1,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,20,,,,19.94468875
19,18,1,2,1,1,1,12,"Amashami ya Banki",0,5,,,,19.94468875
19,18,1,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",1,,1979,1,1,19.94468875
19,18,1,2,1,1,1,15,"Ibiro by!iposita",0,11,,,,19.94468875
19,18,1,2,1,1,1,1,"Ibigo by!amashuri y!incuke",2,,2003,1,1,19.94468875
19,18,1,2,1,1,1,20,"Aho basharija/bakora telefoni",0,5,,,,19.94468875
19,18,1,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,0,,,,19.94468875
19,18,1,2,1,1,1,8,"Poste de sante cg Farumasi",0,0,,,,19.94468875
20,19,1,2,2,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,39.7495568493151
20,19,1,2,2,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,39.7495568493151
20,19,1,2,2,1,1,22,"Kiliziya/Umusigiti/Urusengero",4,,1991,1,1,39.7495568493151
20,19,1,2,2,1,1,13,"Ibigo by!imari iciriritse",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,16,"Aho abantu babonera Internet",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,8,"Poste de sante cg Farumasi",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,10,,,,39.7495568493151
20,19,1,2,2,1,1,2,"Ibigo by!amashuri yibanza",1,,2019,1,1,39.7495568493151
20,19,1,2,2,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,9,"Ibitaro",0,25,,,,39.7495568493151
20,19,1,2,2,1,1,20,"Aho basharija/bakora telefoni",0,10,,,,39.7495568493151
20,19,1,2,2,1,1,5,"Aho bategera Bus",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,10,"Amasoko",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,1,"Ibigo by!amashuri y!incuke",1,,2018,1,1,39.7495568493151
20,19,1,2,2,1,1,6,"Amavuriro y!igenga",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,14,"Poste ya polisi",0,7,,,,39.7495568493151
20,19,1,2,2,1,1,11,"Amakusanyirizo y!amata",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,12,"Amashami ya Banki",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,15,,,,39.7495568493151
20,19,1,2,2,1,1,15,"Ibiro by!iposita",0,25,,,,39.7495568493151
20,19,1,2,2,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,12,,,,39.7495568493151
21,20,1,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,5,,,,92.4598432989691
21,20,1,2,1,1,1,11,"Amakusanyirizo y!amata",0,0,,,,92.4598432989691
21,20,1,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,1,,,,92.4598432989691
21,20,1,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,0,,,,92.4598432989691
21,20,1,2,1,1,1,1,"Ibigo by!amashuri y!incuke",2,,1996,1,1,92.4598432989691
21,20,1,2,1,1,1,12,"Amashami ya Banki",0,1,,,,92.4598432989691
21,20,1,2,1,1,1,5,"Aho bategera Bus",3,,1983,3,,92.4598432989691
21,20,1,2,1,1,1,15,"Ibiro by!iposita",0,1,,,,92.4598432989691
21,20,1,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,2,,,,92.4598432989691
21,20,1,2,1,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,92.4598432989691
21,20,1,2,1,1,1,10,"Amasoko",0,7,,,,92.4598432989691
21,20,1,2,1,1,1,2,"Ibigo by!amashuri yibanza",1,,1996,1,1,92.4598432989691
21,20,1,2,1,1,1,8,"Poste de sante cg Farumasi",0,1,,,,92.4598432989691
21,20,1,2,1,1,1,16,"Aho abantu babonera Internet",1,,2020,1,1,92.4598432989691
21,20,1,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,1984,1,1,92.4598432989691
21,20,1,2,1,1,1,9,"Ibitaro",0,2,,,,92.4598432989691
21,20,1,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,7,,,,92.4598432989691
21,20,1,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,2,,,,92.4598432989691
21,20,1,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",1,,1985,1,1,92.4598432989691
21,20,1,2,1,1,1,14,"Poste ya polisi",0,1,,,,92.4598432989691
21,20,1,2,1,1,1,13,"Ibigo by!imari iciriritse",1,,2008,1,1,92.4598432989691
21,20,1,2,1,1,1,6,"Amavuriro y!igenga",1,,2000,1,1,92.4598432989691
21,20,1,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,7,,,,92.4598432989691
22,21,1,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,1,,,,9.87333272727273
22,21,1,2,1,1,1,15,"Ibiro by!iposita",0,7,,,,9.87333272727273
22,21,1,2,1,1,1,16,"Aho abantu babonera Internet",0,0,,,,9.87333272727273
22,21,1,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,3,,,,9.87333272727273
22,21,1,2,1,1,1,9,"Ibitaro",0,1,,,,9.87333272727273
22,21,1,2,1,1,1,14,"Poste ya polisi",0,0,,,,9.87333272727273
22,21,1,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,0,,,,9.87333272727273
22,21,1,2,1,1,1,12,"Amashami ya Banki",3,,888,1,1,9.87333272727273
22,21,1,2,1,1,1,2,"Ibigo by!amashuri yibanza",1,,2007,1,1,9.87333272727273
22,21,1,2,1,1,1,10,"Amasoko",0,7,,,,9.87333272727273
22,21,1,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,1,,,,9.87333272727273
22,21,1,2,1,1,1,5,"Aho bategera Bus",0,0,,,,9.87333272727273
22,21,1,2,1,1,1,11,"Amakusanyirizo y!amata",0,10,,,,9.87333272727273
22,21,1,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",0,0,,,,9.87333272727273
22,21,1,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,2,,,,9.87333272727273
22,21,1,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,5,,,,9.87333272727273
22,21,1,2,1,1,1,13,"Ibigo by!imari iciriritse",0,1,,,,9.87333272727273
22,21,1,2,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2007,1,1,9.87333272727273
22,21,1,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,0,,,,9.87333272727273
22,21,1,2,1,1,1,20,"Aho basharija/bakora telefoni",2,,888,1,1,9.87333272727273
22,21,1,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,4,,,,9.87333272727273
22,21,1,2,1,1,1,6,"Amavuriro y!igenga",0,0,,,,9.87333272727273
22,21,1,2,1,1,1,8,"Poste de sante cg Farumasi",0,0,,,,9.87333272727273
23,22,1,2,1,1,1,9,"Ibitaro",0,6,,,,15.03859
23,22,1,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",2,,2005,1,1,15.03859
23,22,1,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,0,,,,15.03859
23,22,1,2,1,1,1,12,"Amashami ya Banki",0,2,,,,15.03859
23,22,1,2,1,1,1,13,"Ibigo by!imari iciriritse",0,0,,,,15.03859
23,22,1,2,1,1,1,5,"Aho bategera Bus",0,1,,,,15.03859
23,22,1,2,1,1,1,14,"Poste ya polisi",0,0,,,,15.03859
23,22,1,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,6,,,,15.03859
23,22,1,2,1,1,1,10,"Amasoko",0,7,,,,15.03859
23,22,1,2,1,1,1,15,"Ibiro by!iposita",0,9,,,,15.03859
23,22,1,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,0,,,,15.03859
23,22,1,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,0,,,,15.03859
23,22,1,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,0,,,,15.03859
23,22,1,2,1,1,1,20,"Aho basharija/bakora telefoni",0,0,,,,15.03859
23,22,1,2,1,1,1,1,"Ibigo by!amashuri y!incuke",0,0,,,,15.03859
23,22,1,2,1,1,1,8,"Poste de sante cg Farumasi",1,,2020,1,1,15.03859
23,22,1,2,1,1,1,6,"Amavuriro y!igenga",0,3,,,,15.03859
23,22,1,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,5,,,,15.03859
23,22,1,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,15.03859
23,22,1,2,1,1,1,2,"Ibigo by!amashuri yibanza",1,,2018,1,1,15.03859
23,22,1,2,1,1,1,11,"Amakusanyirizo y!amata",0,0,,,,15.03859
23,22,1,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,2,,,,15.03859
23,22,1,2,1,1,1,16,"Aho abantu babonera Internet",0,3,,,,15.03859
24,23,1,2,1,1,1,2,"Ibigo by!amashuri yibanza",0,0,,,,21.1205211428571
24,23,1,2,1,1,1,12,"Amashami ya Banki",0,1,,,,21.1205211428571
24,23,1,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,1,,,,21.1205211428571
24,23,1,2,1,1,1,16,"Aho abantu babonera Internet",0,1,,,,21.1205211428571
24,23,1,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,888,1,1,21.1205211428571
24,23,1,2,1,1,1,13,"Ibigo by!imari iciriritse",0,1,,,,21.1205211428571
24,23,1,2,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,888,1,1,21.1205211428571
24,23,1,2,1,1,1,14,"Poste ya polisi",0,1,,,,21.1205211428571
24,23,1,2,1,1,1,11,"Amakusanyirizo y!amata",0,0,,,,21.1205211428571
24,23,1,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,0,,,,21.1205211428571
24,23,1,2,1,1,1,9,"Ibitaro",0,5,,,,21.1205211428571
24,23,1,2,1,1,1,8,"Poste de sante cg Farumasi",1,,888,1,1,21.1205211428571
24,23,1,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,0,,,,21.1205211428571
24,23,1,2,1,1,1,15,"Ibiro by!iposita",0,13,,,,21.1205211428571
24,23,1,2,1,1,1,6,"Amavuriro y!igenga",0,0,,,,21.1205211428571
24,23,1,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,4,,,,21.1205211428571
24,23,1,2,1,1,1,5,"Aho bategera Bus",0,0,,,,21.1205211428571
24,23,1,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,1,,,,21.1205211428571
24,23,1,2,1,1,1,10,"Amasoko",0,2,,,,21.1205211428571
24,23,1,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,1,,,,21.1205211428571
24,23,1,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,2,,,,21.1205211428571
24,23,1,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,1,,,,21.1205211428571
24,23,1,2,1,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,21.1205211428571
25,24,1,2,1,1,1,9,"Ibitaro",0,5,,,,16.7416508571429
25,24,1,2,1,1,1,15,"Ibiro by!iposita",0,12,,,,16.7416508571429
25,24,1,2,1,1,1,17,"Imiryango itari ibigo by!imari itari iya leta",0,5,,,,16.7416508571429
25,24,1,2,1,1,1,12,"Amashami ya Banki",0,1,,,,16.7416508571429
25,24,1,2,1,1,1,10,"Amasoko",0,1,,,,16.7416508571429
25,24,1,2,1,1,1,19,"Insyo/amabarizo/aho bakora amavuta ateka",0,1,,,,16.7416508571429
25,24,1,2,1,1,1,13,"Ibigo by!imari iciriritse",0,1,,,,16.7416508571429
25,24,1,2,1,1,1,14,"Poste ya polisi",0,1,,,,16.7416508571429
25,24,1,2,1,1,1,11,"Amakusanyirizo y!amata",0,1,,,,16.7416508571429
25,24,1,2,1,1,1,8,"Poste de sante cg Farumasi",0,2,,,,16.7416508571429
25,24,1,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,8,,,,16.7416508571429
25,24,1,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2007,1,1,16.7416508571429
25,24,1,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,16.7416508571429
25,24,1,2,1,1,1,5,"Aho bategera Bus",1,,2008,1,1,16.7416508571429
25,24,1,2,1,1,1,6,"Amavuriro y!igenga",0,5,,,,16.7416508571429
25,24,1,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,1,,,,16.7416508571429
25,24,1,2,1,1,1,1,"Ibigo by!amashuri y!incuke",1,,2018,1,1,16.7416508571429
25,24,1,2,1,1,1,20,"Aho basharija/bakora telefoni",0,1,,,,16.7416508571429
25,24,1,2,1,1,1,3,"Ibigo by!amashuri yisumbuye",0,8,,,,16.7416508571429
25,24,1,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",1,,2000,1,1,16.7416508571429
25,24,1,2,1,1,1,2,"Ibigo by!amashuri yibanza",0,4,,,,16.7416508571429
25,24,1,2,1,1,1,7,"Amavuriro ya Leta/Ikigo nderabuzima",0,5,,,,16.7416508571429
25,24,1,2,1,1,1,16,"Aho abantu babonera Internet",0,1,,,,16.7416508571429
26,25,1,2,1,1,1,10,"Amasoko",1,,2020,1,1,15.1199458740018
26,25,1,2,1,1,1,5,"Aho bategera Bus",1,,2014,3,,15.1199458740018
26,25,1,2,1,1,1,14,"Poste ya polisi",0,3,,,,15.1199458740018
26,25,1,2,1,1,1,11,"Amakusanyirizo y!amata",0,1,,,,15.1199458740018
26,25,1,2,1,1,1,9,"Ibitaro",0,4,,,,15.1199458740018
26,25,1,2,1,1,1,6,"Amavuriro y!igenga",1,,2019,1,1,15.1199458740018
26,25,1,2,1,1,1,23,"Ibiro by!ibigo bya Leta bitanga amashanyarazi",0,7,,,,15.1199458740018
26,25,1,2,1,1,1,21,"Ipompo izamura amazi ikoresha amashanyarazi",0,0,,,,15.1199458740018
26,25,1,2,1,1,1,4,"Ikigo cy!amashuri y!imyuga  (TVET)",0,5,,,,15.1199458740018
26,25,1,2,1,1,1,18,"Aho bajya inama bakanatanga serivisi z!ubuhinzi",0,1,,,,15.1199458740018
26,25,1,2,1,1,1,8,"Poste de sante cg Farumasi",0,1,,,,15.1199458740018
26,25,1,2,1,1,1,16,"Aho abantu babonera Internet",0,7,,,,15.1199458740018
26,25,1,2,1,1,1,22,"Kiliziya/Umusigiti/Urusengero",1,,2020,1,1,15.1199458740018
